"startdate","category","A0","B0","enddate","D0","E0","F0","pres","knownDate","presparty"
NA,NA,49,45,2013-05-08,NA,NA,NA,"Obama",2013-05-10,"D"
NA,NA,51,45,2013-05-07,NA,NA,NA,"Obama",2013-05-09,"D"
NA,NA,49,45,2013-05-06,NA,NA,NA,"Obama",2013-05-08,"D"
NA,NA,50,45,2013-05-05,NA,NA,NA,"Obama",2013-05-07,"D"
NA,NA,50,44,2013-05-04,NA,NA,NA,"Obama",2013-05-06,"D"
NA,NA,51,43,2013-05-03,NA,NA,NA,"Obama",2013-05-05,"D"
NA,NA,51,42,2013-05-02,NA,NA,NA,"Obama",2013-05-04,"D"
NA,NA,50,43,2013-05-01,NA,NA,NA,"Obama",2013-05-03,"D"
NA,NA,50,44,2013-04-30,NA,NA,NA,"Obama",2013-05-02,"D"
NA,NA,49,44,2013-04-29,NA,NA,NA,"Obama",2013-05-01,"D"
NA,NA,50,43,2013-04-28,NA,NA,NA,"Obama",2013-04-30,"D"
NA,NA,50,42,2013-04-27,NA,NA,NA,"Obama",2013-04-29,"D"
NA,NA,52,40,2013-04-26,NA,NA,NA,"Obama",2013-04-28,"D"
NA,NA,50,43,2013-04-25,NA,NA,NA,"Obama",2013-04-27,"D"
NA,NA,51,42,2013-04-24,NA,NA,NA,"Obama",2013-04-26,"D"
NA,NA,48,45,2013-04-23,NA,NA,NA,"Obama",2013-04-25,"D"
NA,NA,51,43,2013-04-22,NA,NA,NA,"Obama",2013-04-24,"D"
NA,NA,50,43,2013-04-21,NA,NA,NA,"Obama",2013-04-23,"D"
NA,NA,53,41,2013-04-20,NA,NA,NA,"Obama",2013-04-22,"D"
NA,NA,51,42,2013-04-19,NA,NA,NA,"Obama",2013-04-21,"D"
NA,NA,51,43,2013-04-18,NA,NA,NA,"Obama",2013-04-20,"D"
NA,NA,49,43,2013-04-17,NA,NA,NA,"Obama",2013-04-19,"D"
NA,NA,49,43,2013-04-16,NA,NA,NA,"Obama",2013-04-18,"D"
NA,NA,50,43,2013-04-15,NA,NA,NA,"Obama",2013-04-17,"D"
NA,NA,48,46,2013-04-14,NA,NA,NA,"Obama",2013-04-16,"D"
NA,NA,48,46,2013-04-13,NA,NA,NA,"Obama",2013-04-15,"D"
NA,NA,48,47,2013-04-12,NA,NA,NA,"Obama",2013-04-14,"D"
NA,NA,50,45,2013-04-11,NA,NA,NA,"Obama",2013-04-13,"D"
NA,NA,49,44,2013-04-10,NA,NA,NA,"Obama",2013-04-12,"D"
NA,NA,49,43,2013-04-09,NA,NA,NA,"Obama",2013-04-11,"D"
NA,NA,49,42,2013-04-08,NA,NA,NA,"Obama",2013-04-10,"D"
NA,NA,48,44,2013-04-07,NA,NA,NA,"Obama",2013-04-09,"D"
NA,NA,49,44,2013-04-06,NA,NA,NA,"Obama",2013-04-08,"D"
NA,NA,48,46,2013-04-05,NA,NA,NA,"Obama",2013-04-07,"D"
NA,NA,48,47,2013-04-04,NA,NA,NA,"Obama",2013-04-06,"D"
NA,NA,47,48,2013-04-03,NA,NA,NA,"Obama",2013-04-05,"D"
NA,NA,48,46,2013-04-02,NA,NA,NA,"Obama",2013-04-04,"D"
NA,NA,47,47,2013-04-01,NA,NA,NA,"Obama",2013-04-03,"D"
NA,NA,48,47,2013-03-30,NA,NA,NA,"Obama",2013-04-01,"D"
NA,NA,46,47,2013-03-29,NA,NA,NA,"Obama",2013-03-31,"D"
NA,NA,48,46,2013-03-28,NA,NA,NA,"Obama",2013-03-30,"D"
NA,NA,49,43,2013-03-27,NA,NA,NA,"Obama",2013-03-29,"D"
NA,NA,49,43,2013-03-26,NA,NA,NA,"Obama",2013-03-28,"D"
NA,NA,48,45,2013-03-25,NA,NA,NA,"Obama",2013-03-27,"D"
NA,NA,47,46,2013-03-24,NA,NA,NA,"Obama",2013-03-26,"D"
NA,NA,48,45,2013-03-23,NA,NA,NA,"Obama",2013-03-25,"D"
NA,NA,47,45,2013-03-22,NA,NA,NA,"Obama",2013-03-24,"D"
NA,NA,47,46,2013-03-21,NA,NA,NA,"Obama",2013-03-23,"D"
NA,NA,46,45,2013-03-20,NA,NA,NA,"Obama",2013-03-22,"D"
NA,NA,48,44,2013-03-19,NA,NA,NA,"Obama",2013-03-21,"D"
NA,NA,50,43,2013-03-18,NA,NA,NA,"Obama",2013-03-20,"D"
NA,NA,49,45,2013-03-17,NA,NA,NA,"Obama",2013-03-19,"D"
NA,NA,47,46,2013-03-16,NA,NA,NA,"Obama",2013-03-18,"D"
NA,NA,47,46,2013-03-15,NA,NA,NA,"Obama",2013-03-17,"D"
NA,NA,48,46,2013-03-14,NA,NA,NA,"Obama",2013-03-16,"D"
NA,NA,48,46,2013-03-13,NA,NA,NA,"Obama",2013-03-15,"D"
NA,NA,49,45,2013-03-12,NA,NA,NA,"Obama",2013-03-14,"D"
NA,NA,49,44,2013-03-11,NA,NA,NA,"Obama",2013-03-13,"D"
NA,NA,49,44,2013-03-10,NA,NA,NA,"Obama",2013-03-12,"D"
NA,NA,50,43,2013-03-09,NA,NA,NA,"Obama",2013-03-11,"D"
NA,NA,49,44,2013-03-08,NA,NA,NA,"Obama",2013-03-10,"D"
NA,NA,49,44,2013-03-07,NA,NA,NA,"Obama",2013-03-09,"D"
NA,NA,47,46,2013-03-06,NA,NA,NA,"Obama",2013-03-08,"D"
NA,NA,48,44,2013-03-05,NA,NA,NA,"Obama",2013-03-07,"D"
NA,NA,49,44,2013-03-04,NA,NA,NA,"Obama",2013-03-06,"D"
NA,NA,46,46,2013-03-03,NA,NA,NA,"Obama",2013-03-05,"D"
NA,NA,46,46,2013-03-02,NA,NA,NA,"Obama",2013-03-04,"D"
NA,NA,47,45,2013-03-01,NA,NA,NA,"Obama",2013-03-03,"D"
NA,NA,51,43,2013-02-28,NA,NA,NA,"Obama",2013-03-02,"D"
NA,NA,51,43,2013-02-27,NA,NA,NA,"Obama",2013-03-01,"D"
NA,NA,53,40,2013-02-26,NA,NA,NA,"Obama",2013-02-28,"D"
NA,NA,51,42,2013-02-25,NA,NA,NA,"Obama",2013-02-27,"D"
NA,NA,51,42,2013-02-24,NA,NA,NA,"Obama",2013-02-26,"D"
NA,NA,50,44,2013-02-23,NA,NA,NA,"Obama",2013-02-25,"D"
NA,NA,52,42,2013-02-22,NA,NA,NA,"Obama",2013-02-24,"D"
NA,NA,50,42,2013-02-20,NA,NA,NA,"Obama",2013-02-22,"D"
NA,NA,51,42,2013-02-19,NA,NA,NA,"Obama",2013-02-21,"D"
NA,NA,51,43,2013-02-18,NA,NA,NA,"Obama",2013-02-20,"D"
NA,NA,52,42,2013-02-17,NA,NA,NA,"Obama",2013-02-19,"D"
NA,NA,50,44,2013-02-16,NA,NA,NA,"Obama",2013-02-18,"D"
NA,NA,50,44,2013-02-15,NA,NA,NA,"Obama",2013-02-17,"D"
NA,NA,50,44,2013-02-14,NA,NA,NA,"Obama",2013-02-16,"D"
NA,NA,51,42,2013-02-13,NA,NA,NA,"Obama",2013-02-15,"D"
NA,NA,52,42,2013-02-12,NA,NA,NA,"Obama",2013-02-14,"D"
NA,NA,52,42,2013-02-11,NA,NA,NA,"Obama",2013-02-13,"D"
NA,NA,52,43,2013-02-10,NA,NA,NA,"Obama",2013-02-12,"D"
NA,NA,52,43,2013-02-09,NA,NA,NA,"Obama",2013-02-11,"D"
NA,NA,52,43,2013-02-08,NA,NA,NA,"Obama",2013-02-10,"D"
NA,NA,52,43,2013-02-07,NA,NA,NA,"Obama",2013-02-09,"D"
NA,NA,52,41,2013-02-06,NA,NA,NA,"Obama",2013-02-08,"D"
NA,NA,52,41,2013-02-05,NA,NA,NA,"Obama",2013-02-07,"D"
NA,NA,52,42,2013-02-04,NA,NA,NA,"Obama",2013-02-06,"D"
NA,NA,52,43,2013-02-02,NA,NA,NA,"Obama",2013-02-04,"D"
NA,NA,54,42,2013-02-01,NA,NA,NA,"Obama",2013-02-03,"D"
NA,NA,53,42,2013-01-31,NA,NA,NA,"Obama",2013-02-02,"D"
NA,NA,53,41,2013-01-30,NA,NA,NA,"Obama",2013-02-01,"D"
NA,NA,51,43,2013-01-29,NA,NA,NA,"Obama",2013-01-31,"D"
NA,NA,52,43,2013-01-28,NA,NA,NA,"Obama",2013-01-30,"D"
NA,NA,52,43,2013-01-27,NA,NA,NA,"Obama",2013-01-29,"D"
NA,NA,52,41,2013-01-26,NA,NA,NA,"Obama",2013-01-28,"D"
NA,NA,51,42,2013-01-25,NA,NA,NA,"Obama",2013-01-27,"D"
NA,NA,52,42,2013-01-24,NA,NA,NA,"Obama",2013-01-26,"D"
NA,NA,52,43,2013-01-23,NA,NA,NA,"Obama",2013-01-25,"D"
NA,NA,53,42,2013-01-22,NA,NA,NA,"Obama",2013-01-24,"D"
NA,NA,51,43,2013-01-21,NA,NA,NA,"Obama",2013-01-23,"D"
NA,NA,50,43,2013-01-20,NA,NA,NA,"Obama",2013-01-22,"D"
NA,NA,51,43,2013-01-19,NA,NA,NA,"Obama",2013-01-21,"D"
NA,NA,48,45,2013-01-18,NA,NA,NA,"Obama",2013-01-20,"D"
NA,NA,49,44,2013-01-17,NA,NA,NA,"Obama",2013-01-19,"D"
NA,NA,50,43,2013-01-16,NA,NA,NA,"Obama",2013-01-18,"D"
NA,NA,53,41,2013-01-15,NA,NA,NA,"Obama",2013-01-17,"D"
NA,NA,52,40,2013-01-14,NA,NA,NA,"Obama",2013-01-16,"D"
NA,NA,52,41,2013-01-13,NA,NA,NA,"Obama",2013-01-15,"D"
NA,NA,51,42,2013-01-12,NA,NA,NA,"Obama",2013-01-14,"D"
NA,NA,53,42,2013-01-11,NA,NA,NA,"Obama",2013-01-13,"D"
NA,NA,54,41,2013-01-10,NA,NA,NA,"Obama",2013-01-12,"D"
NA,NA,56,40,2013-01-09,NA,NA,NA,"Obama",2013-01-11,"D"
NA,NA,56,39,2013-01-08,NA,NA,NA,"Obama",2013-01-10,"D"
NA,NA,54,39,2013-01-07,NA,NA,NA,"Obama",2013-01-09,"D"
NA,NA,54,39,2013-01-06,NA,NA,NA,"Obama",2013-01-08,"D"
NA,NA,52,41,2013-01-05,NA,NA,NA,"Obama",2013-01-07,"D"
NA,NA,52,42,2013-01-04,NA,NA,NA,"Obama",2013-01-06,"D"
NA,NA,50,43,2013-01-03,NA,NA,NA,"Obama",2013-01-05,"D"
NA,NA,53,41,2012-12-30,NA,NA,NA,"Obama",2013-01-01,"D"
NA,NA,53,42,2012-12-29,NA,NA,NA,"Obama",2012-12-31,"D"
NA,NA,54,40,2012-12-28,NA,NA,NA,"Obama",2012-12-30,"D"
NA,NA,53,41,2012-12-27,NA,NA,NA,"Obama",2012-12-29,"D"
NA,NA,56,39,2012-12-26,NA,NA,NA,"Obama",2012-12-28,"D"
NA,NA,57,37,2012-12-23,NA,NA,NA,"Obama",2012-12-25,"D"
NA,NA,57,37,2012-12-22,NA,NA,NA,"Obama",2012-12-24,"D"
NA,NA,58,36,2012-12-21,NA,NA,NA,"Obama",2012-12-23,"D"
NA,NA,56,37,2012-12-19,NA,NA,NA,"Obama",2012-12-21,"D"
NA,NA,54,38,2012-12-18,NA,NA,NA,"Obama",2012-12-20,"D"
NA,NA,52,40,2012-12-17,NA,NA,NA,"Obama",2012-12-19,"D"
NA,NA,50,42,2012-12-16,NA,NA,NA,"Obama",2012-12-18,"D"
NA,NA,50,43,2012-12-15,NA,NA,NA,"Obama",2012-12-17,"D"
NA,NA,50,43,2012-12-14,NA,NA,NA,"Obama",2012-12-16,"D"
NA,NA,51,42,2012-12-13,NA,NA,NA,"Obama",2012-12-15,"D"
NA,NA,54,38,2012-12-12,NA,NA,NA,"Obama",2012-12-14,"D"
NA,NA,54,38,2012-12-11,NA,NA,NA,"Obama",2012-12-13,"D"
NA,NA,53,40,2012-12-10,NA,NA,NA,"Obama",2012-12-12,"D"
NA,NA,51,43,2012-12-09,NA,NA,NA,"Obama",2012-12-11,"D"
NA,NA,50,44,2012-12-08,NA,NA,NA,"Obama",2012-12-10,"D"
NA,NA,50,43,2012-12-07,NA,NA,NA,"Obama",2012-12-09,"D"
NA,NA,49,44,2012-12-06,NA,NA,NA,"Obama",2012-12-08,"D"
NA,NA,50,44,2012-12-05,NA,NA,NA,"Obama",2012-12-07,"D"
NA,NA,52,43,2012-12-04,NA,NA,NA,"Obama",2012-12-06,"D"
NA,NA,53,41,2012-12-03,NA,NA,NA,"Obama",2012-12-05,"D"
NA,NA,54,40,2012-12-02,NA,NA,NA,"Obama",2012-12-04,"D"
NA,NA,52,41,2012-12-01,NA,NA,NA,"Obama",2012-12-03,"D"
NA,NA,50,43,2012-11-30,NA,NA,NA,"Obama",2012-12-02,"D"
NA,NA,51,43,2012-11-29,NA,NA,NA,"Obama",2012-12-01,"D"
NA,NA,49,45,2012-11-28,NA,NA,NA,"Obama",2012-11-30,"D"
NA,NA,51,42,2012-11-27,NA,NA,NA,"Obama",2012-11-29,"D"
NA,NA,51,41,2012-11-26,NA,NA,NA,"Obama",2012-11-28,"D"
NA,NA,53,39,2012-11-25,NA,NA,NA,"Obama",2012-11-27,"D"
NA,NA,51,40,2012-11-24,NA,NA,NA,"Obama",2012-11-26,"D"
NA,NA,50,42,2012-11-23,NA,NA,NA,"Obama",2012-11-25,"D"
NA,NA,50,42,2012-11-21,NA,NA,NA,"Obama",2012-11-23,"D"
NA,NA,51,43,2012-11-20,NA,NA,NA,"Obama",2012-11-22,"D"
NA,NA,53,42,2012-11-19,NA,NA,NA,"Obama",2012-11-21,"D"
NA,NA,52,41,2012-11-18,NA,NA,NA,"Obama",2012-11-20,"D"
NA,NA,53,40,2012-11-17,NA,NA,NA,"Obama",2012-11-19,"D"
NA,NA,52,41,2012-11-16,NA,NA,NA,"Obama",2012-11-18,"D"
NA,NA,52,42,2012-11-15,NA,NA,NA,"Obama",2012-11-17,"D"
NA,NA,52,41,2012-11-14,NA,NA,NA,"Obama",2012-11-16,"D"
NA,NA,53,40,2012-11-13,NA,NA,NA,"Obama",2012-11-15,"D"
NA,NA,52,41,2012-11-12,NA,NA,NA,"Obama",2012-11-14,"D"
NA,NA,52,42,2012-11-11,NA,NA,NA,"Obama",2012-11-13,"D"
NA,NA,51,43,2012-11-10,NA,NA,NA,"Obama",2012-11-12,"D"
NA,NA,52,42,2012-11-09,NA,NA,NA,"Obama",2012-11-11,"D"
NA,NA,49,45,2012-11-08,NA,NA,NA,"Obama",2012-11-10,"D"
NA,NA,49,44,2012-11-07,NA,NA,NA,"Obama",2012-11-09,"D"
NA,NA,50,44,2012-11-06,NA,NA,NA,"Obama",2012-11-08,"D"
NA,NA,52,44,2012-11-05,NA,NA,NA,"Obama",2012-11-07,"D"
NA,NA,52,45,2012-11-04,NA,NA,NA,"Obama",2012-11-06,"D"
NA,NA,51,44,2012-10-28,NA,NA,NA,"Obama",2012-10-30,"D"
NA,NA,48,48,2012-10-27,NA,NA,NA,"Obama",2012-10-29,"D"
NA,NA,46,49,2012-10-26,NA,NA,NA,"Obama",2012-10-28,"D"
NA,NA,48,47,2012-10-25,NA,NA,NA,"Obama",2012-10-27,"D"
NA,NA,51,44,2012-10-24,NA,NA,NA,"Obama",2012-10-26,"D"
NA,NA,53,42,2012-10-23,NA,NA,NA,"Obama",2012-10-25,"D"
NA,NA,51,45,2012-10-22,NA,NA,NA,"Obama",2012-10-24,"D"
NA,NA,49,46,2012-10-21,NA,NA,NA,"Obama",2012-10-23,"D"
NA,NA,49,45,2012-10-20,NA,NA,NA,"Obama",2012-10-22,"D"
NA,NA,49,46,2012-10-19,NA,NA,NA,"Obama",2012-10-21,"D"
NA,NA,50,46,2012-10-18,NA,NA,NA,"Obama",2012-10-20,"D"
NA,NA,50,44,2012-10-17,NA,NA,NA,"Obama",2012-10-19,"D"
NA,NA,49,45,2012-10-16,NA,NA,NA,"Obama",2012-10-18,"D"
NA,NA,49,45,2012-10-15,NA,NA,NA,"Obama",2012-10-17,"D"
NA,NA,48,47,2012-10-14,NA,NA,NA,"Obama",2012-10-16,"D"
NA,NA,48,47,2012-10-13,NA,NA,NA,"Obama",2012-10-15,"D"
NA,NA,48,46,2012-10-12,NA,NA,NA,"Obama",2012-10-14,"D"
NA,NA,50,44,2012-10-11,NA,NA,NA,"Obama",2012-10-13,"D"
NA,NA,52,43,2012-10-10,NA,NA,NA,"Obama",2012-10-12,"D"
NA,NA,53,42,2012-10-09,NA,NA,NA,"Obama",2012-10-11,"D"
NA,NA,53,42,2012-10-08,NA,NA,NA,"Obama",2012-10-10,"D"
NA,NA,51,44,2012-10-07,NA,NA,NA,"Obama",2012-10-09,"D"
NA,NA,48,46,2012-10-06,NA,NA,NA,"Obama",2012-10-08,"D"
NA,NA,50,45,2012-10-05,NA,NA,NA,"Obama",2012-10-07,"D"
NA,NA,52,43,2012-10-04,NA,NA,NA,"Obama",2012-10-06,"D"
NA,NA,54,42,2012-10-03,NA,NA,NA,"Obama",2012-10-05,"D"
NA,NA,50,44,2012-10-02,NA,NA,NA,"Obama",2012-10-04,"D"
NA,NA,48,45,2012-10-01,NA,NA,NA,"Obama",2012-10-03,"D"
NA,NA,47,46,2012-09-30,NA,NA,NA,"Obama",2012-10-02,"D"
NA,NA,46,46,2012-09-29,NA,NA,NA,"Obama",2012-10-01,"D"
NA,NA,48,47,2012-09-28,NA,NA,NA,"Obama",2012-09-30,"D"
NA,NA,50,45,2012-09-27,NA,NA,NA,"Obama",2012-09-29,"D"
NA,NA,50,44,2012-09-26,NA,NA,NA,"Obama",2012-09-28,"D"
NA,NA,51,43,2012-09-25,NA,NA,NA,"Obama",2012-09-27,"D"
NA,NA,50,43,2012-09-24,NA,NA,NA,"Obama",2012-09-26,"D"
NA,NA,51,42,2012-09-23,NA,NA,NA,"Obama",2012-09-25,"D"
NA,NA,51,43,2012-09-22,NA,NA,NA,"Obama",2012-09-24,"D"
NA,NA,47,46,2012-09-21,NA,NA,NA,"Obama",2012-09-23,"D"
NA,NA,47,48,2012-09-20,NA,NA,NA,"Obama",2012-09-22,"D"
NA,NA,46,48,2012-09-19,NA,NA,NA,"Obama",2012-09-21,"D"
NA,NA,48,46,2012-09-18,NA,NA,NA,"Obama",2012-09-20,"D"
NA,NA,49,45,2012-09-17,NA,NA,NA,"Obama",2012-09-19,"D"
NA,NA,50,44,2012-09-16,NA,NA,NA,"Obama",2012-09-18,"D"
NA,NA,50,44,2012-09-15,NA,NA,NA,"Obama",2012-09-17,"D"
NA,NA,49,45,2012-09-14,NA,NA,NA,"Obama",2012-09-16,"D"
NA,NA,49,43,2012-09-13,NA,NA,NA,"Obama",2012-09-15,"D"
NA,NA,49,42,2012-09-12,NA,NA,NA,"Obama",2012-09-14,"D"
NA,NA,51,42,2012-09-11,NA,NA,NA,"Obama",2012-09-13,"D"
NA,NA,50,43,2012-09-10,NA,NA,NA,"Obama",2012-09-12,"D"
NA,NA,50,44,2012-09-09,NA,NA,NA,"Obama",2012-09-11,"D"
NA,NA,50,44,2012-09-08,NA,NA,NA,"Obama",2012-09-10,"D"
NA,NA,52,42,2012-09-07,NA,NA,NA,"Obama",2012-09-09,"D"
NA,NA,52,43,2012-09-06,NA,NA,NA,"Obama",2012-09-08,"D"
NA,NA,49,45,2012-09-05,NA,NA,NA,"Obama",2012-09-07,"D"
NA,NA,47,47,2012-09-04,NA,NA,NA,"Obama",2012-09-06,"D"
NA,NA,45,48,2012-09-03,NA,NA,NA,"Obama",2012-09-05,"D"
NA,NA,45,48,2012-09-02,NA,NA,NA,"Obama",2012-09-04,"D"
NA,NA,43,48,2012-09-01,NA,NA,NA,"Obama",2012-09-03,"D"
NA,NA,45,46,2012-08-31,NA,NA,NA,"Obama",2012-09-02,"D"
NA,NA,45,46,2012-08-30,NA,NA,NA,"Obama",2012-09-01,"D"
NA,NA,44,47,2012-08-29,NA,NA,NA,"Obama",2012-08-31,"D"
NA,NA,43,47,2012-08-28,NA,NA,NA,"Obama",2012-08-30,"D"
NA,NA,43,48,2012-08-27,NA,NA,NA,"Obama",2012-08-29,"D"
NA,NA,45,47,2012-08-26,NA,NA,NA,"Obama",2012-08-28,"D"
NA,NA,45,48,2012-08-25,NA,NA,NA,"Obama",2012-08-27,"D"
NA,NA,46,47,2012-08-24,NA,NA,NA,"Obama",2012-08-26,"D"
NA,NA,47,47,2012-08-23,NA,NA,NA,"Obama",2012-08-25,"D"
NA,NA,47,47,2012-08-22,NA,NA,NA,"Obama",2012-08-24,"D"
NA,NA,46,49,2012-08-21,NA,NA,NA,"Obama",2012-08-23,"D"
NA,NA,45,48,2012-08-20,NA,NA,NA,"Obama",2012-08-22,"D"
NA,NA,47,47,2012-08-19,NA,NA,NA,"Obama",2012-08-21,"D"
NA,NA,47,47,2012-08-18,NA,NA,NA,"Obama",2012-08-20,"D"
NA,NA,45,49,2012-08-17,NA,NA,NA,"Obama",2012-08-19,"D"
NA,NA,44,50,2012-08-16,NA,NA,NA,"Obama",2012-08-18,"D"
NA,NA,44,50,2012-08-15,NA,NA,NA,"Obama",2012-08-17,"D"
NA,NA,45,49,2012-08-14,NA,NA,NA,"Obama",2012-08-16,"D"
NA,NA,45,49,2012-08-13,NA,NA,NA,"Obama",2012-08-15,"D"
NA,NA,45,48,2012-08-12,NA,NA,NA,"Obama",2012-08-14,"D"
NA,NA,43,50,2012-08-11,NA,NA,NA,"Obama",2012-08-13,"D"
NA,NA,43,50,2012-08-10,NA,NA,NA,"Obama",2012-08-12,"D"
NA,NA,43,51,2012-08-09,NA,NA,NA,"Obama",2012-08-11,"D"
NA,NA,46,48,2012-08-08,NA,NA,NA,"Obama",2012-08-10,"D"
NA,NA,47,47,2012-08-07,NA,NA,NA,"Obama",2012-08-09,"D"
NA,NA,47,47,2012-08-06,NA,NA,NA,"Obama",2012-08-08,"D"
NA,NA,46,47,2012-08-05,NA,NA,NA,"Obama",2012-08-07,"D"
NA,NA,45,47,2012-08-04,NA,NA,NA,"Obama",2012-08-06,"D"
NA,NA,45,48,2012-08-03,NA,NA,NA,"Obama",2012-08-05,"D"
NA,NA,45,48,2012-08-02,NA,NA,NA,"Obama",2012-08-04,"D"
NA,NA,45,49,2012-08-01,NA,NA,NA,"Obama",2012-08-03,"D"
NA,NA,46,48,2012-07-31,NA,NA,NA,"Obama",2012-08-02,"D"
NA,NA,46,46,2012-07-30,NA,NA,NA,"Obama",2012-08-01,"D"
NA,NA,47,46,2012-07-29,NA,NA,NA,"Obama",2012-07-31,"D"
NA,NA,48,46,2012-07-28,NA,NA,NA,"Obama",2012-07-30,"D"
NA,NA,47,48,2012-07-27,NA,NA,NA,"Obama",2012-07-29,"D"
NA,NA,47,47,2012-07-25,NA,NA,NA,"Obama",2012-07-27,"D"
NA,NA,45,48,2012-07-24,NA,NA,NA,"Obama",2012-07-26,"D"
NA,NA,44,49,2012-07-23,NA,NA,NA,"Obama",2012-07-25,"D"
NA,NA,44,49,2012-07-22,NA,NA,NA,"Obama",2012-07-24,"D"
NA,NA,46,47,2012-07-21,NA,NA,NA,"Obama",2012-07-23,"D"
NA,NA,46,47,2012-07-20,NA,NA,NA,"Obama",2012-07-22,"D"
NA,NA,47,46,2012-07-19,NA,NA,NA,"Obama",2012-07-21,"D"
NA,NA,46,48,2012-07-18,NA,NA,NA,"Obama",2012-07-20,"D"
NA,NA,46,47,2012-07-17,NA,NA,NA,"Obama",2012-07-19,"D"
NA,NA,47,46,2012-07-16,NA,NA,NA,"Obama",2012-07-18,"D"
NA,NA,47,45,2012-07-15,NA,NA,NA,"Obama",2012-07-17,"D"
NA,NA,46,47,2012-07-14,NA,NA,NA,"Obama",2012-07-16,"D"
NA,NA,45,48,2012-07-13,NA,NA,NA,"Obama",2012-07-15,"D"
NA,NA,45,48,2012-07-12,NA,NA,NA,"Obama",2012-07-14,"D"
NA,NA,45,47,2012-07-11,NA,NA,NA,"Obama",2012-07-13,"D"
NA,NA,45,46,2012-07-10,NA,NA,NA,"Obama",2012-07-12,"D"
NA,NA,44,47,2012-07-09,NA,NA,NA,"Obama",2012-07-11,"D"
NA,NA,45,46,2012-07-08,NA,NA,NA,"Obama",2012-07-10,"D"
NA,NA,46,46,2012-07-07,NA,NA,NA,"Obama",2012-07-09,"D"
NA,NA,47,45,2012-07-06,NA,NA,NA,"Obama",2012-07-08,"D"
NA,NA,45,46,2012-07-05,NA,NA,NA,"Obama",2012-07-07,"D"
NA,NA,45,47,2012-07-03,NA,NA,NA,"Obama",2012-07-05,"D"
NA,NA,46,47,2012-07-02,NA,NA,NA,"Obama",2012-07-04,"D"
NA,NA,46,47,2012-07-01,NA,NA,NA,"Obama",2012-07-03,"D"
NA,NA,48,46,2012-06-30,NA,NA,NA,"Obama",2012-07-02,"D"
NA,NA,47,47,2012-06-29,NA,NA,NA,"Obama",2012-07-01,"D"
NA,NA,47,46,2012-06-28,NA,NA,NA,"Obama",2012-06-30,"D"
NA,NA,46,46,2012-06-27,NA,NA,NA,"Obama",2012-06-29,"D"
NA,NA,45,47,2012-06-26,NA,NA,NA,"Obama",2012-06-28,"D"
NA,NA,48,46,2012-06-25,NA,NA,NA,"Obama",2012-06-27,"D"
NA,NA,47,48,2012-06-24,NA,NA,NA,"Obama",2012-06-26,"D"
NA,NA,51,45,2012-06-23,NA,NA,NA,"Obama",2012-06-25,"D"
NA,NA,46,46,2012-06-22,NA,NA,NA,"Obama",2012-06-24,"D"
NA,NA,45,48,2012-06-21,NA,NA,NA,"Obama",2012-06-23,"D"
NA,NA,43,49,2012-06-20,NA,NA,NA,"Obama",2012-06-22,"D"
NA,NA,46,48,2012-06-19,NA,NA,NA,"Obama",2012-06-21,"D"
NA,NA,45,48,2012-06-18,NA,NA,NA,"Obama",2012-06-20,"D"
NA,NA,46,47,2012-06-17,NA,NA,NA,"Obama",2012-06-19,"D"
NA,NA,45,49,2012-06-16,NA,NA,NA,"Obama",2012-06-18,"D"
NA,NA,45,49,2012-06-15,NA,NA,NA,"Obama",2012-06-17,"D"
NA,NA,44,49,2012-06-14,NA,NA,NA,"Obama",2012-06-16,"D"
NA,NA,46,48,2012-06-13,NA,NA,NA,"Obama",2012-06-15,"D"
NA,NA,48,45,2012-06-12,NA,NA,NA,"Obama",2012-06-14,"D"
NA,NA,49,45,2012-06-11,NA,NA,NA,"Obama",2012-06-13,"D"
NA,NA,50,44,2012-06-10,NA,NA,NA,"Obama",2012-06-12,"D"
NA,NA,48,45,2012-06-09,NA,NA,NA,"Obama",2012-06-11,"D"
NA,NA,47,45,2012-06-08,NA,NA,NA,"Obama",2012-06-10,"D"
NA,NA,46,47,2012-06-07,NA,NA,NA,"Obama",2012-06-09,"D"
NA,NA,45,48,2012-06-06,NA,NA,NA,"Obama",2012-06-08,"D"
NA,NA,46,47,2012-06-05,NA,NA,NA,"Obama",2012-06-07,"D"
NA,NA,46,46,2012-06-04,NA,NA,NA,"Obama",2012-06-06,"D"
NA,NA,47,45,2012-06-03,NA,NA,NA,"Obama",2012-06-05,"D"
NA,NA,46,47,2012-06-02,NA,NA,NA,"Obama",2012-06-04,"D"
NA,NA,46,46,2012-06-01,NA,NA,NA,"Obama",2012-06-03,"D"
NA,NA,45,47,2012-05-31,NA,NA,NA,"Obama",2012-06-02,"D"
NA,NA,47,45,2012-05-30,NA,NA,NA,"Obama",2012-06-01,"D"
NA,NA,47,46,2012-05-29,NA,NA,NA,"Obama",2012-05-31,"D"
NA,NA,49,44,2012-05-27,NA,NA,NA,"Obama",2012-05-29,"D"
NA,NA,48,45,2012-05-26,NA,NA,NA,"Obama",2012-05-28,"D"
NA,NA,48,46,2012-05-25,NA,NA,NA,"Obama",2012-05-27,"D"
NA,NA,47,47,2012-05-24,NA,NA,NA,"Obama",2012-05-26,"D"
NA,NA,46,48,2012-05-23,NA,NA,NA,"Obama",2012-05-25,"D"
